name;short_description;nc_variable_name;alias;column_index;line_index;max_line_index;description;type;unit;default_value;min_value;max_value;access_path;successful_readings;is_in_opc_data
progTNumber;Number of programmed tool;;;25;;;Number of programmed tool;TYPE_UWORD;No unit;;;;/Channel/State/progTNumber[u<Channel numb>];/Channel/State/progTNumber[u1];False
progStatus;Program status DB21-30, DBX35.0 - DBX35.4;;;13;;;"Program status

Value Range:
1 = interrupted
2 = stopped
3 = in progress
4 = waiting
5 = aborted";TYPE_UWORD;No unit;;;;/Channel/State/progStatus[u<Channel numb>];/Channel/State/progStatus[u1];False
progNetTimeTrigger;Trigger for time measurement;$AC_PROG_NET_TIME_TRIGGER;;299;1;1;"progNetTimeTrigger is used to selectively measure program sections. This means that writing progNetTimeTrigger enables the program to switch time measurement on and off.

In order to exploit all trigger possibilities, certain values for progNetTimeTrigger are assigned a special function:
0 = Neutral: The trigger is not active, the value is taken from Reset with the Start key.
1 = Exit: Exits the measurement and copies actProgNetTime to oldProgNetTime. actProgNetTime is set to zero, and then starts running again.
2 = Start: Starts the measurement and sets actProgNetTime to zero. oldProgNetTime is not changed.
3 = Stop: Stops the measurement, does not change oldProgNetTime, and holds actProgNetTime constant until continue.
4 = Continue: Continuation of the measurement. This means that a measurement that has been stopped is resumed. actProgNetTime continues to run. oldProgNetTime is not changed.";TYPE_UWORD;No unit;0;0.0;4;/Channel/State/progNetTimeTrigger[u<Channel numb>, <Line Index>];/Channel/State/progNetTimeTrigger[u1, 1];False
progDuploNumber;Duplo number of programmed tool);;;36;;1;Duplo number of programmed tool (does not yet have to be active);TYPE_UWORD;No unit;0;;;/Channel/State/progDuploNumber[u<Channel numb>];/Channel/State/progDuploNumber[u1];False
actDLNumberS;Active total offset for block search;;progDLNumberS;95;1;;"Corresponds to actDLNumber for block search with calculation
Caution: This variable is not available for the Variable Service,
but only for logging in the case of block search events!.";TYPE_UWORD;No unit;;;;/Channel/State/actDLNumberS[u<Channel numb>, <Line Index>];/Channel/State/actDLNumberS[u1, 1];False
paVeloLimA;Axial velocity override: run in;$PA_VELOLIMA[a];;185;(Axis index );numMachAxes;"Axial velocity override in run in

Value Range:
1-200";TYPE_UWORD;No unit;100;1.0;200;/Channel/State/paVeloLimA[u<Channel numb>, <Line Index>];"/Channel/State/paVeloLimA[u1, 1]
/Channel/State/paVeloLimA[u1, 2]
/Channel/State/paVeloLimA[u1, 3]
/Channel/State/paVeloLimA[u1, 4]
/Channel/State/paVeloLimA[u1, 5]
/Channel/State/paVeloLimA[u1, 6]
/Channel/State/paVeloLimA[u1, 7]
/Channel/State/paVeloLimA[u1, 8]
/Channel/State/paVeloLimA[u1, 9]
/Channel/State/paVeloLimA[u1, 10]
/Channel/State/paVeloLimA[u1, 11]
/Channel/State/paVeloLimA[u1, 12]";False
startRejectCounter;Counter for rejected NC starts;;;237;1;1;"Counter that is incremented
as soon as an NC start is rejected due to a global start disable (see _N_STRTLK),
program-specific start disable (see _N_F_STLO), or channel-specific
start disable (see _N_STRTLK).";TYPE_UWORD;No unit;0;0.0;;/Channel/State/startRejectCounter[u<Channel numb>, <Line Index>];/Channel/State/startRejectCounter[u1, 1];False
valueLo;Long value of the auxiliary function;$AC_AUXFU_M_VALUE[groupIndex];;4;Group of auxiliary functions/view;3128;"Value of the auxiliary function.
This value will be supplied, if 'status' Bit14 = 1";TYPE_DWORD;No unit;0;0.0;;/Channel/AuxiliaryFunctions/valueLo[u<Channel numb>, <Line Index>];"/Channel/AuxiliaryFunctions/valueLo[u1, 1]
/Channel/AuxiliaryFunctions/valueLo[u1, 2]
/Channel/AuxiliaryFunctions/valueLo[u1, 3]
/Channel/AuxiliaryFunctions/valueLo[u1, 4]
/Channel/AuxiliaryFunctions/valueLo[u1, 5]
/Channel/AuxiliaryFunctions/valueLo[u1, 6]
/Channel/AuxiliaryFunctions/valueLo[u1, 7]
/Channel/AuxiliaryFunctions/valueLo[u1, 8]
/Channel/AuxiliaryFunctions/valueLo[u1, 9]
/Channel/AuxiliaryFunctions/valueLo[u1, 10]
/Channel/AuxiliaryFunctions/valueLo[u1, 11]
/Channel/AuxiliaryFunctions/valueLo[u1, 12]
/Channel/AuxiliaryFunctions/valueLo[u1, 13]
/Channel/AuxiliaryFunctions/valueLo[u1, 14]
/Channel/AuxiliaryFunctions/valueLo[u1, 15]
/Channel/AuxiliaryFunctions/valueLo[u1, 16]
/Channel/AuxiliaryFunctions/valueLo[u1, 17]
/Channel/AuxiliaryFunctions/valueLo[u1, 18]
/Channel/AuxiliaryFunctions/valueLo[u1, 19]
/Channel/AuxiliaryFunctions/valueLo[u1, 20]
/Channel/AuxiliaryFunctions/valueLo[u1, 21]
/Channel/AuxiliaryFunctions/valueLo[u1, 22]
/Channel/AuxiliaryFunctions/valueLo[u1, 23]
/Channel/AuxiliaryFunctions/valueLo[u1, 24]
/Channel/AuxiliaryFunctions/valueLo[u1, 25]
/Channel/AuxiliaryFunctions/valueLo[u1, 26]
/Channel/AuxiliaryFunctions/valueLo[u1, 27]
/Channel/AuxiliaryFunctions/valueLo[u1, 28]
/Channel/AuxiliaryFunctions/valueLo[u1, 29]
/Channel/AuxiliaryFunctions/valueLo[u1, 30]
/Channel/AuxiliaryFunctions/valueLo[u1, 31]
/Channel/AuxiliaryFunctions/valueLo[u1, 32]
/Channel/AuxiliaryFunctions/valueLo[u1, 33]
/Channel/AuxiliaryFunctions/valueLo[u1, 34]
/Channel/AuxiliaryFunctions/valueLo[u1, 35]
/Channel/AuxiliaryFunctions/valueLo[u1, 36]
/Channel/AuxiliaryFunctions/valueLo[u1, 37]
/Channel/AuxiliaryFunctions/valueLo[u1, 38]
/Channel/AuxiliaryFunctions/valueLo[u1, 39]
/Channel/AuxiliaryFunctions/valueLo[u1, 40]
/Channel/AuxiliaryFunctions/valueLo[u1, 41]
/Channel/AuxiliaryFunctions/valueLo[u1, 42]
/Channel/AuxiliaryFunctions/valueLo[u1, 43]
/Channel/AuxiliaryFunctions/valueLo[u1, 44]
/Channel/AuxiliaryFunctions/valueLo[u1, 45]
/Channel/AuxiliaryFunctions/valueLo[u1, 46]
/Channel/AuxiliaryFunctions/valueLo[u1, 47]
/Channel/AuxiliaryFunctions/valueLo[u1, 48]
/Channel/AuxiliaryFunctions/valueLo[u1, 49]
/Channel/AuxiliaryFunctions/valueLo[u1, 50]
/Channel/AuxiliaryFunctions/valueLo[u1, 51]
/Channel/AuxiliaryFunctions/valueLo[u1, 52]
/Channel/AuxiliaryFunctions/valueLo[u1, 53]
/Channel/AuxiliaryFunctions/valueLo[u1, 54]
/Channel/AuxiliaryFunctions/valueLo[u1, 55]
/Channel/AuxiliaryFunctions/valueLo[u1, 56]
/Channel/AuxiliaryFunctions/valueLo[u1, 57]
/Channel/AuxiliaryFunctions/valueLo[u1, 58]
/Channel/AuxiliaryFunctions/valueLo[u1, 59]
/Channel/AuxiliaryFunctions/valueLo[u1, 60]
/Channel/AuxiliaryFunctions/valueLo[u1, 61]
/Channel/AuxiliaryFunctions/valueLo[u1, 62]
/Channel/AuxiliaryFunctions/valueLo[u1, 63]
/Channel/AuxiliaryFunctions/valueLo[u1, 64]
/Channel/AuxiliaryFunctions/valueLo[u1, 65]
/Channel/AuxiliaryFunctions/valueLo[u1, 66]
/Channel/AuxiliaryFunctions/valueLo[u1, 67]
/Channel/AuxiliaryFunctions/valueLo[u1, 68]
/Channel/AuxiliaryFunctions/valueLo[u1, 69]
/Channel/AuxiliaryFunctions/valueLo[u1, 70]
/Channel/AuxiliaryFunctions/valueLo[u1, 71]
/Channel/AuxiliaryFunctions/valueLo[u1, 72]
/Channel/AuxiliaryFunctions/valueLo[u1, 73]
/Channel/AuxiliaryFunctions/valueLo[u1, 74]
/Channel/AuxiliaryFunctions/valueLo[u1, 75]
/Channel/AuxiliaryFunctions/valueLo[u1, 76]
/Channel/AuxiliaryFunctions/valueLo[u1, 77]
/Channel/AuxiliaryFunctions/valueLo[u1, 78]
/Channel/AuxiliaryFunctions/valueLo[u1, 79]
/Channel/AuxiliaryFunctions/valueLo[u1, 80]
/Channel/AuxiliaryFunctions/valueLo[u1, 81]
/Channel/AuxiliaryFunctions/valueLo[u1, 82]
/Channel/AuxiliaryFunctions/valueLo[u1, 83]
/Channel/AuxiliaryFunctions/valueLo[u1, 84]
/Channel/AuxiliaryFunctions/valueLo[u1, 85]
/Channel/AuxiliaryFunctions/valueLo[u1, 86]
/Channel/AuxiliaryFunctions/valueLo[u1, 87]
/Channel/AuxiliaryFunctions/valueLo[u1, 88]
/Channel/AuxiliaryFunctions/valueLo[u1, 89]
/Channel/AuxiliaryFunctions/valueLo[u1, 90]
/Channel/AuxiliaryFunctions/valueLo[u1, 91]
/Channel/AuxiliaryFunctions/valueLo[u1, 92]
/Channel/AuxiliaryFunctions/valueLo[u1, 93]
/Channel/AuxiliaryFunctions/valueLo[u1, 94]
/Channel/AuxiliaryFunctions/valueLo[u1, 95]
/Channel/AuxiliaryFunctions/valueLo[u1, 96]
/Channel/AuxiliaryFunctions/valueLo[u1, 97]
/Channel/AuxiliaryFunctions/valueLo[u1, 98]
/Channel/AuxiliaryFunctions/valueLo[u1, 99]
/Channel/AuxiliaryFunctions/valueLo[u1, 100]";False
stopCondPar;Replaced by stopCondParNew;;;32;1;;Replaced by stopCondParNew;TYPE_UWORD;No unit;;;;/Channel/State/stopCondPar[u<Channel numb>, <Line Index>];"/Channel/State/stopCondPar[u1, 1]
/Channel/State/stopCondPar[u1, 2]
/Channel/State/stopCondPar[u1, 3]
/Channel/State/stopCondPar[u1, 4]
/Channel/State/stopCondPar[u1, 5]
/Channel/State/stopCondPar[u1, 6]
/Channel/State/stopCondPar[u1, 7]
/Channel/State/stopCondPar[u1, 8]
/Channel/State/stopCondPar[u1, 9]
/Channel/State/stopCondPar[u1, 10]
/Channel/State/stopCondPar[u1, 11]
/Channel/State/stopCondPar[u1, 12]
/Channel/State/stopCondPar[u1, 13]
/Channel/State/stopCondPar[u1, 14]
/Channel/State/stopCondPar[u1, 15]
/Channel/State/stopCondPar[u1, 16]
/Channel/State/stopCondPar[u1, 17]
/Channel/State/stopCondPar[u1, 18]
/Channel/State/stopCondPar[u1, 19]
/Channel/State/stopCondPar[u1, 20]
/Channel/State/stopCondPar[u1, 21]
/Channel/State/stopCondPar[u1, 22]
/Channel/State/stopCondPar[u1, 23]
/Channel/State/stopCondPar[u1, 24]
/Channel/State/stopCondPar[u1, 25]
/Channel/State/stopCondPar[u1, 26]
/Channel/State/stopCondPar[u1, 27]
/Channel/State/stopCondPar[u1, 28]
/Channel/State/stopCondPar[u1, 29]
/Channel/State/stopCondPar[u1, 30]
/Channel/State/stopCondPar[u1, 31]
/Channel/State/stopCondPar[u1, 32]
/Channel/State/stopCondPar[u1, 33]
/Channel/State/stopCondPar[u1, 34]
/Channel/State/stopCondPar[u1, 35]
/Channel/State/stopCondPar[u1, 36]
/Channel/State/stopCondPar[u1, 37]
/Channel/State/stopCondPar[u1, 38]
/Channel/State/stopCondPar[u1, 39]
/Channel/State/stopCondPar[u1, 40]
/Channel/State/stopCondPar[u1, 41]
/Channel/State/stopCondPar[u1, 42]
/Channel/State/stopCondPar[u1, 43]
/Channel/State/stopCondPar[u1, 44]
/Channel/State/stopCondPar[u1, 45]
/Channel/State/stopCondPar[u1, 46]
/Channel/State/stopCondPar[u1, 47]
/Channel/State/stopCondPar[u1, 48]
/Channel/State/stopCondPar[u1, 49]
/Channel/State/stopCondPar[u1, 50]
/Channel/State/stopCondPar[u1, 51]
/Channel/State/stopCondPar[u1, 52]
/Channel/State/stopCondPar[u1, 53]
/Channel/State/stopCondPar[u1, 54]
/Channel/State/stopCondPar[u1, 55]
/Channel/State/stopCondPar[u1, 56]
/Channel/State/stopCondPar[u1, 57]
/Channel/State/stopCondPar[u1, 58]
/Channel/State/stopCondPar[u1, 59]
/Channel/State/stopCondPar[u1, 60]
/Channel/State/stopCondPar[u1, 61]
/Channel/State/stopCondPar[u1, 62]
/Channel/State/stopCondPar[u1, 63]
/Channel/State/stopCondPar[u1, 64]
/Channel/State/stopCondPar[u1, 65]
/Channel/State/stopCondPar[u1, 66]
/Channel/State/stopCondPar[u1, 67]
/Channel/State/stopCondPar[u1, 68]
/Channel/State/stopCondPar[u1, 69]
/Channel/State/stopCondPar[u1, 70]
/Channel/State/stopCondPar[u1, 71]
/Channel/State/stopCondPar[u1, 72]
/Channel/State/stopCondPar[u1, 73]
/Channel/State/stopCondPar[u1, 74]
/Channel/State/stopCondPar[u1, 75]
/Channel/State/stopCondPar[u1, 76]
/Channel/State/stopCondPar[u1, 77]
/Channel/State/stopCondPar[u1, 78]
/Channel/State/stopCondPar[u1, 79]
/Channel/State/stopCondPar[u1, 80]
/Channel/State/stopCondPar[u1, 81]
/Channel/State/stopCondPar[u1, 82]
/Channel/State/stopCondPar[u1, 83]
/Channel/State/stopCondPar[u1, 84]
/Channel/State/stopCondPar[u1, 85]
/Channel/State/stopCondPar[u1, 86]
/Channel/State/stopCondPar[u1, 87]
/Channel/State/stopCondPar[u1, 88]
/Channel/State/stopCondPar[u1, 89]
/Channel/State/stopCondPar[u1, 90]
/Channel/State/stopCondPar[u1, 91]
/Channel/State/stopCondPar[u1, 92]
/Channel/State/stopCondPar[u1, 93]
/Channel/State/stopCondPar[u1, 94]
/Channel/State/stopCondPar[u1, 95]
/Channel/State/stopCondPar[u1, 96]
/Channel/State/stopCondPar[u1, 97]
/Channel/State/stopCondPar[u1, 98]
/Channel/State/stopCondPar[u1, 99]
/Channel/State/stopCondPar[u1, 100]";False
transfActive;Transformation active DB21-30, DBX33.6;;;19;;;"Transformation active

Value Range:
0 = inactive
1 = active";TYPE_UWORD;No unit;;;;/Channel/State/transfActive[u<Channel numb>];/Channel/State/transfActive[u1];False
toolCounter;Change counter of the tool data in a channel;;;65;1;1;"Counter of the changes of the tool data assigned to a channel.
The counter is incremented each time a tool data is changed. 
All changes of tool data made by BTSS, part programs, INI files and by the Tool Management software are considered. 
Tool data are tool compensations, grinding-specific tool parameters, OEM tool parameters and Tool Managment data including magazine data.
There is one exception: the present tool-in-use-time, since it is changed in each IPO cycle.";TYPE_UWORD;No unit;;;;/Channel/State/toolCounter[u<Channel numb>, <Line Index>];/Channel/State/toolCounter[u1, 1];False
toolCounterC;Modification counter for tool offsets;;;72;1;1;"Counter for modifications to tool offset data assigned to the channel
(analog toolCounter).";TYPE_UWORD;No unit;;;;/Channel/State/toolCounterC[u<Channel numb>, <Line Index>];/Channel/State/toolCounterC[u1, 1];False
toolCounterM;Modification counter for magazine data;;;73;1;1;"Counter for modifications to magazine data assigned to the channel
(analog toolCounter).";TYPE_UWORD;No unit;;;;/Channel/State/toolCounterM[u<Channel numb>, <Line Index>];/Channel/State/toolCounterM[u1, 1];False
toolHolderData;Current tool holder data GETSELT;;;211;See description below;numToolHolderParams * numToolHolders;"Data for each tool holder/spindle from the magazine configuration of the TOA which is assigned to the channel.

There is a set of numToolHolderParams parameters for each tool holder.
Currently there are the 3 parameters P1, P2 and P3.
There are numToolHolders tool holders. The number of tool holders in this list is solely a function of the
magazine configuration, and it does not change while an NC program runs.
- P1: THNo ToolHolderNumber / SpindleNumber
(In the language commands of the NC program, corresponds 
to the address extension <n> from T<n>=... or M<n>=6 with explicit
notation; in the magazine configuration, corresponds to the
location type index of the associated buffer location of the
location type = spindle.)
- P2: SelTno T number of the selected tool with
reference to the tool holder / spindle with the number of THNo
(The same TNo would also return the language command GETSELT.) 
The value 0 indicates that no tool is selected with 
reference to the tool holder. For further behavior see the description of GETSELT.
- P3: ExeTno TNumber of the tool to be loaded / loaded with
reference to the tool holder / the spindle with the number THNo from
the point of view of the NC program.
When working without M6, the same TNumber is in SelTno and ExeTno. 
(The same TNumber would also return the language command GETEXET.) 
The value 0 indicates that no tool is to be loaded / is loaded
with reference to the tool holder. For further behavior see the description of GETEXET.
- P4: SelTNoBeforeSearchRun 
During the search: TNummer of the selected tool with reference to the tool holder / spindle before the search, 
after reaching the search target and a T programming for this tool holder: the same value from P2.
- P5: ExeTNoBeforeSearchRun 
During the search: TNummer of the tool loaded with reference to the tool holder / spindle before the search, 
after reaching the search target and a tool change for this tool holder: the same value from P3.

An array access is possible to toolHolderData, with which the data of all numToolHolders tool holders can be read at one time.

If the flat D number is active, the value =0 is returned for all parameters.


Line index:
The line index addresses the parameters of the tool holder and the tool holder itself:
Line index = (ElementNo - 1) * numToolHolderParams + PNo

With: ElementNo 1 to numToolHolders; 
The ElementNo is the list element no of the tool holder in this list.

PNo: Parameter number from 1 to numToolHolderParams
numToolHolderParams from range N, block Y, global system data";TYPE_DOUBLE;No unit;0;0.0;;/Channel/State/toolHolderData[u<Channel numb>, <Line Index>];"/Channel/State/toolHolderData[u1, 1]
/Channel/State/toolHolderData[u1, 2]
/Channel/State/toolHolderData[u1, 3]";False
totalParts;Total of all machined workpieces;$AC_TOTAL_PARTS;;120;;;"Total number of all machined workpieces:
This counter specifies the number of workpieces machined
since it was started. The counter is automatically
set to zero only if the control system boots on defaults.";TYPE_DOUBLE;No unit;0;;;/Channel/State/totalParts[u<Channel numb>];/Channel/State/totalParts[u1];False
transSys;Translation reference system;$AC_TRANS_SYS;;175;1;1;"Reference system for translation with cartesian manual traversal

Value Range:
0: Axis-specific manual traversal active
1: Cartesian manual traversal in basic coordinate system active
2: Cartesian manual traversal in workpiece coordinate system active
3: Cartesian manual traversal in tool coordinate system active";TYPE_UWORD;No unit;0;0.0;3;/Channel/State/transSys[u<Channel numb>, <Line Index>];/Channel/State/transSys[u1, 1];False
vaEgSyncDiff;EG synchronism deviation;$VA_EG_SYNCDIFF[a];;103;(Axis index of slave axis + 1);numMachAxes;"Electronic gear:
Synchronism deviation (actual values). The comparison between this value
and $MA_COUPLE_POS_TOL_... determines whether the appropriate
'Synchronism' VDI signal is set.";TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);0;;;/Channel/State/vaEgSyncDiff[u<Channel numb>, <Line Index>];"/Channel/State/vaEgSyncDiff[u1, 1]
/Channel/State/vaEgSyncDiff[u1, 2]
/Channel/State/vaEgSyncDiff[u1, 3]
/Channel/State/vaEgSyncDiff[u1, 4]
/Channel/State/vaEgSyncDiff[u1, 5]
/Channel/State/vaEgSyncDiff[u1, 6]
/Channel/State/vaEgSyncDiff[u1, 7]
/Channel/State/vaEgSyncDiff[u1, 8]
/Channel/State/vaEgSyncDiff[u1, 9]
/Channel/State/vaEgSyncDiff[u1, 10]
/Channel/State/vaEgSyncDiff[u1, 11]
/Channel/State/vaEgSyncDiff[u1, 12]";False
